




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (364)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
polytene chromosome (GO:0005700)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
ER to Golgi transport vesicle membrane (GO:0012507)	29	0	.48	-	 < 0.01	1.00E00	1.00E00
epididymosome (GO:0098875)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
platelet-derived growth factor complex (GO:1990265)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
microbody lumen (GO:0031907)	32	0	.53	-	 < 0.01	1.00E00	1.00E00
late endosome lumen (GO:0031906)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
early endosome lumen (GO:0031905)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
microtubule bundle (GO:0097427)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
endosome lumen (GO:0031904)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
glial filament (GO:0097426)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
microbody membrane (GO:0031903)	57	0	.95	-	 < 0.01	1.00E00	1.00E00
ribonuclease III complex (GO:1903095)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
mitochondrial chromosome (GO:0000262)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
tubular endosome (GO:0097422)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
macropinosome (GO:0044354)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
pinosome (GO:0044352)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
microtubule plus-end (GO:0035371)	26	0	.43	-	 < 0.01	1.00E00	1.00E00
serine palmitoyltransferase complex (GO:0017059)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
piccolo-bassoon transport vesicle (GO:1990257)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
negative cofactor 2 complex (GO:0017054)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
PCNA-p21 complex (GO:0070557)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
keratohyalin granule (GO:0036457)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
neurofibrillary tangle (GO:0097418)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
BRISC complex (GO:0070552)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
guanylate cyclase complex, soluble (GO:0008074)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
growth factor complex (GO:0036454)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
classical Lewy body (GO:0097414)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
ESCRT complex (GO:0036452)	27	0	.45	-	 < 0.01	1.00E00	1.00E00
Lewy body (GO:0097413)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
ASAP complex (GO:0061574)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
subapical complex (GO:0035003)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
laminin-10 complex (GO:0043259)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
histone locus body (GO:0035363)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
laminin-8 complex (GO:0043257)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
laminin complex (GO:0043256)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
HCN channel complex (GO:0098855)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
Atg12-Atg5-Atg16 complex (GO:0034274)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
uniplex complex (GO:1990246)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex, class III, type II (GO:0034272)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex, class III, type I (GO:0034271)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
microtubule minus-end (GO:0036449)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
PeBoW complex (GO:0070545)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
glial cytoplasmic inclusion (GO:0097409)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
CAF-1 complex (GO:0033186)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
commitment complex (GO:0000243)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
dolichol-phosphate-mannose synthase complex (GO:0033185)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
pericentriolar material (GO:0000242)	24	0	.40	-	 < 0.01	1.00E00	1.00E00
clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane (GO:0061202)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
clathrin-sculpted gamma-aminobutyric acid transport vesicle (GO:0061200)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
plasma membrane proton-transporting V-type ATPase complex (GO:0033181)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Toll-like receptor 2-Toll-like receptor 6 protein complex (GO:0035355)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Toll-like receptor 1-Toll-like receptor 2 protein complex (GO:0035354)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
cortical granule (GO:0060473)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
Ragulator complex (GO:0071986)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
Fanconi anaemia nuclear complex (GO:0043240)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
podocyte foot (GO:0098846)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
postsynaptic endosome (GO:0098845)	27	0	.45	-	 < 0.01	1.00E00	1.00E00
postsynaptic endocytic zone membrane (GO:0098844)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
postsynaptic endocytic zone (GO:0098843)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
AIP1-IRE1 complex (GO:1990597)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
postsynaptic early endosome (GO:0098842)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
STING complex (GO:1990231)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
BRCA1-C complex (GO:0070533)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
proton-transporting V-type ATPase, V0 domain (GO:0033179)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
BRCA1-B complex (GO:0070532)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
astral microtubule (GO:0000235)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
BRCA1-A complex (GO:0070531)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
proton-transporting two-sector ATPase complex, proton-transporting domain (GO:0033177)	25	0	.42	-	 < 0.01	1.00E00	1.00E00
ATF1-ATF4 transcription factor complex (GO:1990590)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
migrasome (GO:0140494)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum quality control compartment (GO:0044322)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
spine synapse (GO:0106033)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
nuclear replication fork (GO:0043596)	44	0	.73	-	 < 0.01	1.00E00	1.00E00
postsynaptic recycling endosome (GO:0098837)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
iron-sulfur cluster assembly complex (GO:1990229)	17	0	.28	-	 < 0.01	1.00E00	1.00E00
sulfurtransferase complex (GO:1990228)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
presynaptic endocytic zone membrane (GO:0098835)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
female germ cell nucleus (GO:0001674)	26	0	.43	-	 < 0.01	1.00E00	1.00E00
ATF4-CREB1 transcription factor complex (GO:1990589)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
cardiac Troponin complex (GO:1990584)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
L-cysteine desulfurase complex (GO:1990221)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
ERCC4-ERCC1 complex (GO:0070522)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
rod spherule (GO:0044317)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
interphotoreceptor matrix (GO:0033165)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
cone cell pedicle (GO:0044316)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
vacuolar proton-transporting V-type ATPase, V0 domain (GO:0000220)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
melanosome membrane (GO:0033162)	22	0	.37	-	 < 0.01	1.00E00	1.00E00
NOS2-CD74 complex (GO:0035693)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
Schmidt-Lanterman incisure (GO:0043220)	17	0	.28	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum tubular network membrane (GO:0098826)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
perinuclear endoplasmic reticulum membrane (GO:1990578)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
microprocessor complex (GO:0070877)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
trans-synaptic protein complex (GO:0098820)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
SRF-myogenin-E12 complex (GO:0070514)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
SOSS complex (GO:0070876)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
TERT-RMRP complex (GO:1990572)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
axonal spine (GO:0044308)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
tRNA-intron endonuclease complex (GO:0000214)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
dendritic branch (GO:0044307)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
MLL3/4 complex (GO:0044666)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
9+2 non-motile cilium (GO:0097732)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
axon collateral (GO:0044303)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
MLL1/2 complex (GO:0044665)	32	0	.53	-	 < 0.01	1.00E00	1.00E00
dentate gyrus mossy fiber (GO:0044302)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
cytoskeletal calyx (GO:0033150)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
climbing fiber (GO:0044301)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
eukaryotic 43S preinitiation complex (GO:0016282)	19	0	.32	-	 < 0.01	1.00E00	1.00E00
cerebellar mossy fiber (GO:0044300)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
eukaryotic translation initiation factor 4F complex (GO:0016281)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
lateral loop (GO:0043219)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
compact myelin (GO:0043218)	22	0	.37	-	 < 0.01	1.00E00	1.00E00
sperm fibrous sheath (GO:0035686)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
granular component (GO:0001652)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
dense fibrillar component (GO:0001651)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
I(KACh) inward rectifier potassium channel complex (GO:1990566)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
HSP90-CDC37 chaperone complex (GO:1990565)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
synaptic vesicle lumen (GO:0034592)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
histone H3-K14 acetyltransferase complex (GO:0036409)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
9+0 motile cilium (GO:0097728)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
cyclin/CDK positive transcription elongation factor complex (GO:0008024)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
IkappaB kinase complex (GO:0008385)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
RNA polymerase I core factor complex (GO:0070860)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
amyloid-beta complex (GO:0106003)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
mCRD-mediated mRNA stability complex (GO:0106002)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
prefoldin complex (GO:0016272)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
bleb (GO:0032059)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
methylcrotonoyl-CoA carboxylase complex (GO:1905202)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
translation release factor complex (GO:0018444)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
Ku70:Ku80 complex (GO:0043564)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
Myc-Max complex (GO:0071943)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
XPC complex (GO:0071942)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
non-motile cilium membrane (GO:0098804)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
inner mitochondrial membrane protein complex (GO:0098800)	43	0	.72	-	 < 0.01	1.00E00	1.00E00
small-subunit processome (GO:0032040)	73	0	1.22	-	 < 0.01	6.37E-01	1.00E00
alpha-beta T cell receptor complex (GO:0042105)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
T cell receptor complex (GO:0042101)	22	0	.37	-	 < 0.01	1.00E00	1.00E00
chromosome, telomeric repeat region (GO:0140445)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
Mon1-Ccz1 complex (GO:0035658)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
eRF1 methyltransferase complex (GO:0035657)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
yolk (GO:0060417)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
MHC class Ib protein complex (GO:0032398)	25	0	.42	-	 < 0.01	1.00E00	1.00E00
photoreceptor connecting cilium (GO:0032391)	48	0	.80	-	 < 0.01	1.00E00	1.00E00
UDP-N-acetylglucosamine transferase complex (GO:0043541)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex (GO:0043540)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
cleavage body (GO:0071920)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Dom34-Hbs1 complex (GO:1990533)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
phospholipid-translocating ATPase complex (GO:1990531)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116)	51	0	.85	-	 < 0.01	1.00E00	1.00E00
katanin complex (GO:0008352)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
retrograde transporter complex, Golgi to ER (GO:0061852)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
subcortical maternal complex (GO:0106333)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
leading edge of lamellipodium (GO:0061851)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
growth cone leading edge (GO:0061850)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
MutLalpha complex (GO:0032389)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
NELF complex (GO:0032021)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
prominosome (GO:0071914)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
glycosylphosphatidylinositol-mannosyltransferase I complex (GO:1990529)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
replication fork protection complex (GO:0031298)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
paraferritin complex (GO:0070826)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
cis-Golgi network membrane (GO:0033106)	26	0	.43	-	 < 0.01	1.00E00	1.00E00
tertiary granule membrane (GO:0070821)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
tertiary granule (GO:0070820)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
dendritic spine cytoplasm (GO:0061846)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
neuron projection branch point (GO:0061845)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
nuclear pore cytoplasmic filaments (GO:0044614)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
nuclear pore central transport channel (GO:0044613)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
Cdc73/Paf1 complex (GO:0016593)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
nuclear pore inner ring (GO:0044611)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
dynein axonemal particle (GO:0120293)	18	0	.30	-	 < 0.01	1.00E00	1.00E00
ACF complex (GO:0016590)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
GET complex (GO:0043529)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
tRNA (m2G10) methyltransferase complex (GO:0043528)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
tRNA methyltransferase complex (GO:0043527)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
mitochondrial prohibitin complex (GO:0035632)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
CD40 receptor complex (GO:0035631)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
phagolysosome (GO:0032010)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
CST complex (GO:1990879)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
FNIP-folliculin RagC/D GAP (GO:1990877)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of nuclear pore (GO:1990876)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
CLOCK-BMAL transcription complex (GO:1990513)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
nucleoplasmic side of nuclear pore (GO:1990875)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
Cry-Per complex (GO:1990512)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
omegasome membrane (GO:1903349)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
DBIRD complex (GO:0044609)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
NURF complex (GO:0016589)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
ventral surface of cell (GO:0061835)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
actin filament branch point (GO:0061834)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
RSC-type complex (GO:0016586)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
basal ectoplasmic specialization (GO:0061832)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
procollagen-proline 4-dioxygenase complex (GO:0016222)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
apical ectoplasmic specialization (GO:0061831)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
concave side of sperm head (GO:0061830)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
NuRD complex (GO:0016581)	17	0	.28	-	 < 0.01	1.00E00	1.00E00
autolysosome lumen (GO:0120282)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
autolysosome membrane (GO:0120281)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
interleukin-28 receptor complex (GO:0032002)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
interleukin-12 complex (GO:0043514)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
inhibin B complex (GO:0043513)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
inhibin A complex (GO:0043512)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
inhibin complex (GO:0043511)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
CKM complex (GO:1990508)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
dehydrodolichyl diphosphate synthase complex (GO:1904423)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
exon-exon junction subcomplex mago-y14 (GO:1990501)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO:0000506)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
basal tubulobulbar complex (GO:0061829)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
apical tubulobulbar complex (GO:0061828)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
sperm head (GO:0061827)	44	0	.73	-	 < 0.01	1.00E00	1.00E00
podosome ring (GO:0061826)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
proteasome complex (GO:0000502)	67	0	1.12	-	 < 0.01	6.31E-01	1.00E00
podosome core (GO:0061825)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
activin A complex (GO:0043509)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
transcription factor AP-1 complex (GO:0035976)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
CENP-A containing nucleosome (GO:0043505)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
CD95 death-inducing signaling complex (GO:0031265)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
death-inducing signaling complex (GO:0031264)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
male pronucleus (GO:0001940)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
Ndc80 complex (GO:0031262)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
DNA replication preinitiation complex (GO:0031261)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
pseudopodium membrane (GO:0031260)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
Wnt-Frizzled-LRP5/6 complex (GO:1990851)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
female pronucleus (GO:0001939)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
RNA cap binding complex (GO:0034518)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
uropod membrane (GO:0031259)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
cell trailing edge membrane (GO:0031257)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
proteasome storage granule (GO:0034515)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
extrinsic component of endoplasmic reticulum membrane (GO:0042406)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
PAN complex (GO:0031251)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
GPI-anchor transamidase complex (GO:0042765)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
integrin complex (GO:0008305)	33	0	.55	-	 < 0.01	1.00E00	1.00E00
7SK snRNP (GO:0120259)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
B cell receptor complex (GO:0019815)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
immunoglobulin complex (GO:0019814)	196	0	3.27	-	 < 0.01	8.31E-02	7.82E-01
protein acetyltransferase complex (GO:0031248)	99	0	1.65	-	 < 0.01	4.17E-01	1.00E00
chromosome, centromeric core domain (GO:0034506)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
lysosomal matrix (GO:1990836)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Hrd1p ubiquitin ligase ERAD-L complex (GO:0000839)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
NLRP6 inflammasome complex (GO:0140738)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Hrd1p ubiquitin ligase complex (GO:0000836)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
ER ubiquitin ligase complex (GO:0000835)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
lateral wall of outer hair cell (GO:0120249)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
photoreceptor inner segment (GO:0001917)	72	0	1.20	-	 < 0.01	6.36E-01	1.00E00
cytosolic proteasome complex (GO:0031597)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
nucleoplasmic periphery of the nuclear pore complex (GO:1990826)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
nuclear proteasome complex (GO:0031595)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
extrinsic component of external side of plasma membrane (GO:0031232)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
centrosomal corona (GO:0031592)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
box C/D RNP complex (GO:0170049)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
virus-like capsid (GO:0170047)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
sperm glycocalyx (GO:0120238)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
protein kinase 5 complex (GO:0016533)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
stereocilium coat (GO:0120234)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
DNA recombinase auxiliary factor complex (GO:0120231)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
H4 histone acetyltransferase complex (GO:1902562)	41	0	.68	-	 < 0.01	1.00E00	1.00E00
angiogenin-PRI complex (GO:0032311)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
GMP reductase complex (GO:1902560)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
MWP complex (GO:1990811)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
ESCRT III complex (GO:0000815)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
ESCRT II complex (GO:0000814)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
outer dynein arm docking complex (GO:0120228)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
ESCRT I complex (GO:0000813)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
Swr1 complex (GO:0000812)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
COPII-coated ER to Golgi transport vesicle (GO:0030134)	60	0	1.00	-	 < 0.01	6.29E-01	1.00E00
GINS complex (GO:0000811)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
clathrin coat of coated pit (GO:0030132)	20	0	.33	-	 < 0.01	1.00E00	1.00E00
clathrin adaptor complex (GO:0030131)	29	0	.48	-	 < 0.01	1.00E00	1.00E00
clathrin coat of trans-Golgi network vesicle (GO:0030130)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
basal body patch (GO:0120220)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
endoribonuclease complex (GO:1902555)	32	0	.53	-	 < 0.01	1.00E00	1.00E00
MutSbeta complex (GO:0032302)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
MutSalpha complex (GO:0032301)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
mismatch repair complex (GO:0032300)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
reelin complex (GO:0110157)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
RSF complex (GO:0031213)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
origin recognition complex (GO:0000808)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
Y chromosome (GO:0000806)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
clathrin coat of endocytic vesicle (GO:0030128)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
TIM22 mitochondrial import inner membrane insertion complex (GO:0042721)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
X chromosome (GO:0000805)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
subapical part of cell (GO:0120219)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
COPII vesicle coat (GO:0030127)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
mitochondrial inner membrane peptidase complex (GO:0042720)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
CHRAC (GO:0008623)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
SKA complex (GO:0170027)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
COPI vesicle coat (GO:0030126)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
sex chromosome (GO:0000803)	42	0	.70	-	 < 0.01	1.00E00	1.00E00
epsilon DNA polymerase complex (GO:0008622)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
clathrin vesicle coat (GO:0030125)	34	0	.57	-	 < 0.01	1.00E00	1.00E00
transverse filament (GO:0000802)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
