




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (3078)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
clathrin coat of trans-Golgi network vesicle (GO:0030130)	15	4	2.11	+	1.89	1.50E-01	4.52E-01
COPII vesicle coat (GO:0030127)	15	4	2.11	+	1.89	1.50E-01	4.51E-01
pseudopodium (GO:0031143)	15	4	2.11	+	1.89	1.50E-01	4.51E-01
clathrin-coated endocytic vesicle membrane (GO:0030669)	15	4	2.11	+	1.89	1.50E-01	4.50E-01
BLOC-1 complex (GO:0031083)	15	4	2.11	+	1.89	1.50E-01	4.49E-01
cuticular plate (GO:0032437)	15	4	2.11	+	1.89	1.50E-01	4.49E-01
RNAi effector complex (GO:0031332)	15	4	2.11	+	1.89	1.50E-01	4.48E-01
actomyosin (GO:0042641)	109	29	15.36	+	1.89	4.93E-04	5.72E-03
ribonucleoprotein complex (GO:1990904)	723	192	101.91	+	1.88	3.45E-19	1.72E-17
presynaptic cytosol (GO:0099523)	49	13	6.91	+	1.88	2.11E-02	1.22E-01
Schaffer collateral - CA1 synapse (GO:0098685)	151	40	21.28	+	1.88	5.26E-05	7.65E-04
clathrin vesicle coat (GO:0030125)	34	9	4.79	+	1.88	4.74E-02	2.25E-01
distal axon (GO:0150034)	424	112	59.77	+	1.87	1.67E-11	4.56E-10
synaptic vesicle (GO:0008021)	284	75	40.03	+	1.87	3.94E-08	8.82E-07
extrinsic component of plasma membrane (GO:0019897)	129	34	18.18	+	1.87	3.00E-04	3.67E-03
filopodium membrane (GO:0031527)	19	5	2.68	+	1.87	1.74E-01	5.05E-01
protein phosphatase type 1 complex (GO:0000164)	19	5	2.68	+	1.87	1.74E-01	5.04E-01
neuronal cell body membrane (GO:0032809)	38	10	5.36	+	1.87	5.64E-02	2.49E-01
proteasome core complex (GO:0005839)	19	5	2.68	+	1.87	1.74E-01	5.03E-01
endonuclease complex (GO:1905348)	38	10	5.36	+	1.87	5.64E-02	2.48E-01
U2-type catalytic step 2 spliceosome (GO:0071007)	38	10	5.36	+	1.87	5.64E-02	2.48E-01
exocytic vesicle (GO:0070382)	301	79	42.43	+	1.86	2.28E-08	5.28E-07
cell leading edge (GO:0031252)	481	126	67.80	+	1.86	1.61E-12	4.87E-11
axon (GO:0030424)	861	225	121.37	+	1.85	2.23E-21	1.39E-19
cell-cell contact zone (GO:0044291)	92	24	12.97	+	1.85	2.28E-03	2.17E-02
exocytic vesicle membrane (GO:0099501)	173	45	24.39	+	1.85	3.69E-05	5.76E-04
synaptic vesicle membrane (GO:0030672)	173	45	24.39	+	1.85	3.69E-05	5.71E-04
clathrin-coated vesicle membrane (GO:0030665)	77	20	10.85	+	1.84	4.96E-03	3.91E-02
clathrin-coated endocytic vesicle (GO:0045334)	27	7	3.81	+	1.84	9.20E-02	3.60E-01
sodium channel complex (GO:0034706)	27	7	3.81	+	1.84	9.20E-02	3.59E-01
U4/U6 x U5 tri-snRNP complex (GO:0046540)	35	9	4.93	+	1.82	8.23E-02	3.30E-01
spliceosomal tri-snRNP complex (GO:0097526)	35	9	4.93	+	1.82	8.23E-02	3.30E-01
sarcoplasm (GO:0016528)	109	28	15.36	+	1.82	1.28E-03	1.34E-02
dendritic tree (GO:0097447)	857	220	120.80	+	1.82	6.11E-20	3.48E-18
dendrite (GO:0030425)	855	219	120.52	+	1.82	1.35E-19	7.07E-18
Golgi-associated vesicle membrane (GO:0030660)	47	12	6.63	+	1.81	3.37E-02	1.73E-01
endopeptidase complex (GO:1905369)	98	25	13.81	+	1.81	3.10E-03	2.63E-02
cell projection membrane (GO:0031253)	396	101	55.82	+	1.81	1.38E-09	3.36E-08
extrinsic component of cytoplasmic side of plasma membrane (GO:0031234)	51	13	7.19	+	1.81	2.60E-02	1.41E-01
trans-Golgi network membrane (GO:0032588)	55	14	7.75	+	1.81	2.98E-02	1.56E-01
cell junction (GO:0030054)	2534	644	357.19	+	1.80	8.97E-59	1.99E-56
dendritic spine (GO:0043197)	244	62	34.39	+	1.80	2.71E-06	5.09E-05
postsynaptic membrane (GO:0045211)	406	103	57.23	+	1.80	1.38E-09	3.39E-08
neuron spine (GO:0044309)	249	63	35.10	+	1.79	2.30E-06	4.49E-05
neuromuscular junction (GO:0031594)	111	28	15.65	+	1.79	2.26E-03	2.16E-02
aggresome (GO:0016235)	36	9	5.07	+	1.77	8.69E-02	3.45E-01
sarcoplasmic reticulum membrane (GO:0033017)	40	10	5.64	+	1.77	6.43E-02	2.69E-01
Golgi cisterna membrane (GO:0032580)	72	18	10.15	+	1.77	1.58E-02	1.02E-01
neuronal dense core vesicle (GO:0098992)	40	10	5.64	+	1.77	6.43E-02	2.69E-01
BLOC complex (GO:0031082)	20	5	2.82	+	1.77	1.88E-01	5.41E-01
filopodium tip (GO:0032433)	20	5	2.82	+	1.77	1.88E-01	5.40E-01
apoptosome (GO:0043293)	4	1	.56	+	1.77	4.55E-01	8.89E-01
guanylate cyclase complex, soluble (GO:0008074)	4	1	.56	+	1.77	4.55E-01	8.88E-01
growth factor complex (GO:0036454)	8	2	1.13	+	1.77	3.14E-01	7.14E-01
postsynaptic endocytic zone (GO:0098843)	12	3	1.69	+	1.77	2.33E-01	6.30E-01
SOSS complex (GO:0070876)	4	1	.56	+	1.77	4.55E-01	8.87E-01
katanin complex (GO:0008352)	4	1	.56	+	1.77	4.55E-01	8.86E-01
NELF complex (GO:0032021)	4	1	.56	+	1.77	4.55E-01	8.85E-01
nuclear pore cytoplasmic filaments (GO:0044614)	4	1	.56	+	1.77	4.55E-01	8.84E-01
senescence-associated heterochromatin focus (GO:0035985)	4	1	.56	+	1.77	4.55E-01	8.83E-01
exon-exon junction subcomplex mago-y14 (GO:1990501)	4	1	.56	+	1.77	4.55E-01	8.83E-01
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO:0000506)	8	2	1.13	+	1.77	3.14E-01	7.13E-01
Ndc80 complex (GO:0031262)	4	1	.56	+	1.77	4.55E-01	8.82E-01
endoribonuclease complex (GO:1902555)	32	8	4.51	+	1.77	1.20E-01	4.24E-01
clathrin coat (GO:0030118)	52	13	7.33	+	1.77	4.23E-02	2.03E-01
actin cap (GO:0030478)	4	1	.56	+	1.77	4.55E-01	8.81E-01
TRAF2-GSTP1 complex (GO:0097057)	4	1	.56	+	1.77	4.55E-01	8.80E-01
U6 snRNP (GO:0005688)	8	2	1.13	+	1.77	3.14E-01	7.13E-01
U5 snRNP (GO:0005682)	16	4	2.26	+	1.77	2.67E-01	6.22E-01
apical cytoplasm (GO:0090651)	4	1	.56	+	1.77	4.55E-01	8.79E-01
C-fiber (GO:0044299)	4	1	.56	+	1.77	4.55E-01	8.78E-01
dendritic growth cone (GO:0044294)	12	3	1.69	+	1.77	2.33E-01	6.29E-01
Rab-protein geranylgeranyltransferase complex (GO:0005968)	4	1	.56	+	1.77	4.55E-01	8.77E-01
phagolysosome membrane (GO:0061474)	4	1	.56	+	1.77	4.55E-01	8.77E-01
phosphatidylinositol 3-kinase complex (GO:0005942)	16	4	2.26	+	1.77	2.67E-01	6.22E-01
ciliary rootlet (GO:0035253)	16	4	2.26	+	1.77	2.67E-01	6.21E-01
H3 histone acetyltransferase complex (GO:0070775)	8	2	1.13	+	1.77	3.14E-01	7.12E-01
KICSTOR complex (GO:0140007)	4	1	.56	+	1.77	4.55E-01	8.76E-01
inward rectifying potassium channel (GO:0008282)	4	1	.56	+	1.77	4.55E-01	8.75E-01
L-type voltage-gated calcium channel complex (GO:1990454)	12	3	1.69	+	1.77	2.33E-01	6.28E-01
MIS12/MIND type complex (GO:0000444)	4	1	.56	+	1.77	4.55E-01	8.74E-01
paranodal junction (GO:0033010)	12	3	1.69	+	1.77	2.33E-01	6.27E-01
BMP receptor complex (GO:0070724)	4	1	.56	+	1.77	4.55E-01	8.73E-01
PR-DUB complex (GO:0035517)	4	1	.56	+	1.77	4.55E-01	8.72E-01
Cul5-RING ubiquitin ligase complex (GO:0031466)	16	4	2.26	+	1.77	2.67E-01	6.20E-01
cortical endoplasmic reticulum (GO:0032541)	8	2	1.13	+	1.77	3.14E-01	7.11E-01
ATPase inhibitor complex (GO:1903503)	4	1	.56	+	1.77	4.55E-01	8.72E-01
respiratory chain complex II (succinate dehydrogenase) (GO:0045273)	4	1	.56	+	1.77	4.55E-01	8.71E-01
synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex (GO:0070033)	4	1	.56	+	1.77	4.55E-01	8.70E-01
synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex (GO:0070032)	4	1	.56	+	1.77	4.55E-01	8.69E-01
transforming growth factor beta ligand-receptor complex (GO:0070021)	4	1	.56	+	1.77	4.55E-01	8.68E-01
intraciliary transport particle A (GO:0030991)	8	2	1.13	+	1.77	3.14E-01	7.10E-01
pyruvate dehydrogenase complex (GO:0045254)	8	2	1.13	+	1.77	3.14E-01	7.09E-01
sperm cytoplasmic droplet (GO:0097598)	4	1	.56	+	1.77	4.55E-01	8.67E-01
interleukin-23 receptor complex (GO:0072536)	4	1	.56	+	1.77	4.55E-01	8.67E-01
G protein-coupled serotonin receptor complex (GO:0098666)	4	1	.56	+	1.77	4.55E-01	8.66E-01
ciliary inversin compartment (GO:0097543)	4	1	.56	+	1.77	4.55E-01	8.65E-01
USH2 complex (GO:1990696)	4	1	.56	+	1.77	4.55E-01	8.64E-01
storage vacuole (GO:0000322)	4	1	.56	+	1.77	4.55E-01	8.63E-01
glycogen granule (GO:0042587)	8	2	1.13	+	1.77	3.14E-01	7.09E-01
aminoacyl-tRNA synthetase multienzyme complex (GO:0017101)	12	3	1.69	+	1.77	2.33E-01	6.27E-01
mitotic checkpoint complex (GO:0033597)	4	1	.56	+	1.77	4.55E-01	8.62E-01
insulin-like growth factor ternary complex (GO:0042567)	4	1	.56	+	1.77	4.55E-01	8.62E-01
Ctf18 RFC-like complex (GO:0031390)	8	2	1.13	+	1.77	3.14E-01	7.08E-01
multi-eIF complex (GO:0043614)	4	1	.56	+	1.77	4.55E-01	8.61E-01
gamma-tubulin complex (GO:0000930)	16	4	2.26	+	1.77	2.67E-01	6.20E-01
radial spoke head 3 (GO:0120338)	4	1	.56	+	1.77	4.55E-01	8.60E-01
radial spoke head 1 (GO:0120336)	4	1	.56	+	1.77	4.55E-01	8.59E-01
radial spoke 3 (GO:0120335)	4	1	.56	+	1.77	4.55E-01	8.58E-01
radial spoke 1 (GO:0120333)	4	1	.56	+	1.77	4.55E-01	8.58E-01
platelet dense granule (GO:0042827)	4	1	.56	+	1.77	4.55E-01	8.57E-01
nuclear stress granule (GO:0097165)	8	2	1.13	+	1.77	3.14E-01	7.07E-01
endoplasmic reticulum-Golgi intermediate compartment (GO:0005793)	112	28	15.79	+	1.77	2.37E-03	2.24E-02
ribbon synapse (GO:0097470)	32	8	4.51	+	1.77	1.20E-01	4.24E-01
TIM23 mitochondrial import inner membrane translocase complex (GO:0005744)	12	3	1.69	+	1.77	2.33E-01	6.26E-01
microspike (GO:0044393)	4	1	.56	+	1.77	4.55E-01	8.56E-01
stereocilium membrane (GO:0060171)	8	2	1.13	+	1.77	3.14E-01	7.06E-01
junctional sarcoplasmic reticulum membrane (GO:0014701)	4	1	.56	+	1.77	4.55E-01	8.55E-01
plasma membrane raft (GO:0044853)	145	36	20.44	+	1.76	6.75E-04	7.70E-03
neuron projection (GO:0043005)	1642	406	231.46	+	1.75	6.59E-33	1.01E-30
coated vesicle membrane (GO:0030662)	126	31	17.76	+	1.75	1.79E-03	1.74E-02
extrinsic component of membrane (GO:0019898)	192	47	27.06	+	1.74	1.46E-04	1.91E-03
cell body membrane (GO:0044298)	41	10	5.78	+	1.73	6.98E-02	2.89E-01
GTPase complex (GO:1905360)	41	10	5.78	+	1.73	6.98E-02	2.89E-01
somatodendritic compartment (GO:0036477)	1204	293	169.72	+	1.73	1.98E-22	1.46E-20
lamellipodium (GO:0030027)	218	53	30.73	+	1.72	5.09E-05	7.51E-04
small nuclear ribonucleoprotein complex (GO:0030532)	70	17	9.87	+	1.72	2.33E-02	1.30E-01
peptidase complex (GO:1905368)	128	31	18.04	+	1.72	2.02E-03	1.94E-02
Golgi lumen (GO:0005796)	29	7	4.09	+	1.71	1.74E-01	5.05E-01
U2-type precatalytic spliceosome (GO:0071005)	54	13	7.61	+	1.71	4.75E-02	2.25E-01
cell body (GO:0044297)	903	217	127.29	+	1.70	3.84E-16	1.50E-14
transport vesicle (GO:0030133)	437	105	61.60	+	1.70	2.05E-08	4.81E-07
transport vesicle membrane (GO:0030658)	250	60	35.24	+	1.70	3.18E-05	5.08E-04
contractile actin filament bundle (GO:0097517)	100	24	14.10	+	1.70	8.63E-03	6.37E-02
stress fiber (GO:0001725)	100	24	14.10	+	1.70	8.63E-03	6.35E-02
mitochondrial membrane (GO:0031966)	813	195	114.60	+	1.70	1.61E-14	5.61E-13
mitochondrial envelope (GO:0005740)	864	206	121.79	+	1.69	5.63E-15	2.04E-13
GABA receptor complex (GO:1902710)	21	5	2.96	+	1.69	2.05E-01	5.61E-01
cytoplasmic side of endoplasmic reticulum membrane (GO:0098554)	21	5	2.96	+	1.69	2.05E-01	5.60E-01
ciliary transition zone (GO:0035869)	80	19	11.28	+	1.68	2.24E-02	1.26E-01
protein complex involved in cell adhesion (GO:0098636)	59	14	8.32	+	1.68	3.95E-02	1.98E-01
protein kinase complex (GO:1902911)	135	32	19.03	+	1.68	2.64E-03	2.40E-02
precatalytic spliceosome (GO:0071011)	55	13	7.75	+	1.68	5.10E-02	2.38E-01
ATPase complex (GO:1904949)	127	30	17.90	+	1.68	4.42E-03	3.54E-02
focal adhesion (GO:0005925)	199	47	28.05	+	1.68	2.99E-04	3.68E-03
organelle envelope lumen (GO:0031970)	106	25	14.94	+	1.67	7.57E-03	5.66E-02
proton-transporting two-sector ATPase complex (GO:0016469)	51	12	7.19	+	1.67	6.68E-02	2.78E-01
NuRD complex (GO:0016581)	17	4	2.40	+	1.67	2.85E-01	6.57E-01
microvillus membrane (GO:0031528)	34	8	4.79	+	1.67	1.34E-01	4.55E-01
SMN-Sm protein complex (GO:0034719)	17	4	2.40	+	1.67	2.85E-01	6.56E-01
CHD-type complex (GO:0090545)	17	4	2.40	+	1.67	2.85E-01	6.55E-01
membrane protein complex (GO:0098796)	1260	296	177.61	+	1.67	2.98E-20	1.75E-18
perikaryon (GO:0043204)	226	53	31.86	+	1.66	1.54E-04	2.00E-03
ciliary base (GO:0097546)	47	11	6.63	+	1.66	8.86E-02	3.51E-01
dense core granule (GO:0031045)	60	14	8.46	+	1.66	5.97E-02	2.58E-01
adherens junction (GO:0005912)	176	41	24.81	+	1.65	9.92E-04	1.08E-02
autophagosome (GO:0005776)	116	27	16.35	+	1.65	7.07E-03	5.36E-02
inner mitochondrial membrane protein complex (GO:0098800)	43	10	6.06	+	1.65	1.19E-01	4.23E-01
recycling endosome membrane (GO:0055038)	99	23	13.96	+	1.65	1.32E-02	8.63E-02
Sm-like protein family complex (GO:0120114)	82	19	11.56	+	1.64	2.49E-02	1.36E-01
RNA cap binding complex (GO:0034518)	13	3	1.83	+	1.64	4.13E-01	8.23E-01
Swr1 complex (GO:0000812)	13	3	1.83	+	1.64	4.13E-01	8.22E-01
AP-3 adaptor complex (GO:0030123)	13	3	1.83	+	1.64	4.13E-01	8.21E-01
npBAF complex (GO:0071564)	13	3	1.83	+	1.64	4.13E-01	8.20E-01
nucleotide-excision repair complex (GO:0000109)	13	3	1.83	+	1.64	4.13E-01	8.19E-01
proteasome accessory complex (GO:0022624)	26	6	3.66	+	1.64	2.51E-01	6.56E-01
beta-catenin destruction complex (GO:0030877)	13	3	1.83	+	1.64	4.13E-01	8.19E-01
Golgi membrane (GO:0000139)	569	131	80.21	+	1.63	7.11E-09	1.69E-07
perinuclear region of cytoplasm (GO:0048471)	865	199	121.93	+	1.63	6.53E-13	2.00E-11
cell-substrate junction (GO:0030055)	213	49	30.02	+	1.63	4.73E-04	5.51E-03
Golgi stack (GO:0005795)	148	34	20.86	+	1.63	4.06E-03	3.29E-02
neuronal cell body (GO:0043025)	810	186	114.18	+	1.63	5.08E-12	1.51E-10
photoreceptor connecting cilium (GO:0032391)	48	11	6.77	+	1.63	9.35E-02	3.64E-01
potassium channel complex (GO:0034705)	96	22	13.53	+	1.63	1.80E-02	1.11E-01
mitochondrial intermembrane space (GO:0005758)	92	21	12.97	+	1.62	2.31E-02	1.29E-01
Golgi cisterna (GO:0031985)	114	26	16.07	+	1.62	1.42E-02	9.19E-02
SCF ubiquitin ligase complex (GO:0019005)	66	15	9.30	+	1.61	5.08E-02	2.38E-01
carboxy-terminal domain protein kinase complex (GO:0032806)	22	5	3.10	+	1.61	2.25E-01	6.09E-01
outer kinetochore (GO:0000940)	22	5	3.10	+	1.61	2.25E-01	6.08E-01
actin filament bundle (GO:0032432)	110	25	15.51	+	1.61	1.30E-02	8.51E-02
cation channel complex (GO:0034703)	216	49	30.45	+	1.61	7.50E-04	8.40E-03
organelle envelope (GO:0031967)	1338	303	188.60	+	1.61	3.14E-18	1.46E-16
transcription elongation factor complex (GO:0008023)	53	12	7.47	+	1.61	7.68E-02	3.12E-01
COPI-coated vesicle (GO:0030137)	31	7	4.37	+	1.60	1.91E-01	5.48E-01
clathrin-coated vesicle (GO:0030136)	164	37	23.12	+	1.60	3.18E-03	2.68E-02
mitochondrial matrix (GO:0005759)	377	85	53.14	+	1.60	8.95E-06	1.48E-04
apical junction complex (GO:0043296)	173	39	24.39	+	1.60	2.81E-03	2.45E-02
cytoplasmic side of membrane (GO:0098562)	213	48	30.02	+	1.60	9.89E-04	1.08E-02
proteasome complex (GO:0000502)	67	15	9.44	+	1.59	7.55E-02	3.10E-01
calcium channel complex (GO:0034704)	67	15	9.44	+	1.59	7.55E-02	3.10E-01
Z disc (GO:0030018)	148	33	20.86	+	1.58	6.17E-03	4.73E-02
dendritic spine neck (GO:0044326)	9	2	1.27	+	1.58	3.69E-01	7.63E-01
calyx of Held (GO:0044305)	36	8	5.07	+	1.58	1.54E-01	4.57E-01
cerebellar mossy fiber (GO:0044300)	9	2	1.27	+	1.58	3.69E-01	7.62E-01
axon hillock (GO:0043203)	9	2	1.27	+	1.58	3.69E-01	7.61E-01
cAMP-dependent protein kinase complex (GO:0005952)	9	2	1.27	+	1.58	3.69E-01	7.60E-01
symmetric synapse (GO:0032280)	9	2	1.27	+	1.58	3.69E-01	7.59E-01
proteasome regulatory particle, lid subcomplex (GO:0008541)	9	2	1.27	+	1.58	3.69E-01	7.59E-01
Arp2/3 protein complex (GO:0005885)	9	2	1.27	+	1.58	3.69E-01	7.58E-01
DNA polymerase complex (GO:0042575)	18	4	2.54	+	1.58	3.07E-01	7.02E-01
myelin sheath abaxonal region (GO:0035748)	9	2	1.27	+	1.58	3.69E-01	7.57E-01
gamma-tubulin ring complex (GO:0000931)	9	2	1.27	+	1.58	3.69E-01	7.56E-01
catalytic step 1 spliceosome (GO:0071012)	18	4	2.54	+	1.58	3.07E-01	7.01E-01
U2-type catalytic step 1 spliceosome (GO:0071006)	18	4	2.54	+	1.58	3.07E-01	7.00E-01
multivesicular body membrane (GO:0032585)	27	6	3.81	+	1.58	2.61E-01	6.64E-01
transferase complex, transferring phosphorus-containing groups (GO:0061695)	271	60	38.20	+	1.57	2.93E-04	3.63E-03
serine/threonine protein kinase complex (GO:1902554)	122	27	17.20	+	1.57	1.78E-02	1.10E-01
monoatomic ion channel complex (GO:0034702)	348	77	49.05	+	1.57	4.74E-05	7.06E-04
axon terminus (GO:0043679)	208	46	29.32	+	1.57	1.76E-03	1.72E-02
catalytic complex (GO:1902494)	1797	397	253.30	+	1.57	8.89E-22	5.72E-20
nuclear pore (GO:0005643)	77	17	10.85	+	1.57	4.92E-02	2.31E-01
coated vesicle (GO:0030135)	254	56	35.80	+	1.56	5.29E-04	6.06E-03
sarcolemma (GO:0042383)	186	41	26.22	+	1.56	2.92E-03	2.53E-02
nuclear ubiquitin ligase complex (GO:0000152)	50	11	7.05	+	1.56	1.50E-01	4.53E-01
organelle membrane contact site (GO:0044232)	50	11	7.05	+	1.56	1.50E-01	4.53E-01
collagen-containing extracellular matrix (GO:0062023)	391	86	55.12	+	1.56	1.89E-05	3.07E-04
voltage-gated potassium channel complex (GO:0008076)	82	18	11.56	+	1.56	5.42E-02	2.41E-01
recycling endosome (GO:0055037)	206	45	29.04	+	1.55	2.39E-03	2.25E-02
cell cortex (GO:0005938)	363	79	51.17	+	1.54	6.85E-05	9.61E-04
cell projection (GO:0042995)	2746	597	387.08	+	1.54	1.81E-31	2.12E-29
plasma membrane signaling receptor complex (GO:0098802)	198	43	27.91	+	1.54	3.80E-03	3.15E-02
U2-type spliceosomal complex (GO:0005684)	106	23	14.94	+	1.54	3.43E-02	1.75E-01
preribosome (GO:0030684)	106	23	14.94	+	1.54	3.43E-02	1.74E-01
COPII-coated ER to Golgi transport vesicle (GO:0030134)	60	13	8.46	+	1.54	9.51E-02	3.70E-01
plasma membrane bounded cell projection (GO:0120025)	2632	570	371.01	+	1.54	1.70E-29	1.88E-27
tight junction (GO:0070160)	158	34	22.27	+	1.53	1.10E-02	7.62E-02
spindle microtubule (GO:0005876)	79	17	11.14	+	1.53	7.25E-02	2.99E-01
extracellular matrix (GO:0031012)	521	112	73.44	+	1.53	3.89E-06	7.12E-05
RNA polymerase II, holoenzyme (GO:0016591)	70	15	9.87	+	1.52	8.47E-02	3.36E-01
perinuclear endoplasmic reticulum (GO:0097038)	28	6	3.95	+	1.52	2.73E-01	6.31E-01
transcription preinitiation complex (GO:0097550)	14	3	1.97	+	1.52	4.34E-01	8.55E-01
low-density lipoprotein particle (GO:0034362)	14	3	1.97	+	1.52	4.34E-01	8.54E-01
specific granule (GO:0042581)	14	3	1.97	+	1.52	4.34E-01	8.53E-01
Set1C/COMPASS complex (GO:0048188)	14	3	1.97	+	1.52	4.34E-01	8.52E-01
endoplasmic reticulum lumen (GO:0005788)	126	27	17.76	+	1.52	2.78E-02	1.46E-01
external encapsulating structure (GO:0030312)	523	112	73.72	+	1.52	4.13E-06	7.43E-05
anchoring junction (GO:0070161)	772	165	108.82	+	1.52	2.66E-08	6.02E-07
I band (GO:0031674)	164	35	23.12	+	1.51	1.26E-02	8.30E-02
neuron projection terminus (GO:0044306)	230	49	32.42	+	1.51	2.96E-03	2.53E-02
melanosome (GO:0042470)	108	23	15.22	+	1.51	3.71E-02	1.87E-01
pigment granule (GO:0048770)	108	23	15.22	+	1.51	3.71E-02	1.87E-01
endocytic vesicle (GO:0030139)	235	50	33.13	+	1.51	2.45E-03	2.27E-02
lysosomal lumen (GO:0043202)	33	7	4.65	+	1.50	2.17E-01	5.90E-01
bicellular tight junction (GO:0005923)	147	31	20.72	+	1.50	2.29E-02	1.28E-01
trans-Golgi network transport vesicle membrane (GO:0012510)	19	4	2.68	+	1.49	3.31E-01	7.40E-01
phagophore assembly site (GO:0000407)	38	8	5.36	+	1.49	2.39E-01	6.30E-01
T-tubule (GO:0030315)	76	16	10.71	+	1.49	9.63E-02	3.74E-01
GABA-A receptor complex (GO:1902711)	19	4	2.68	+	1.49	3.31E-01	7.39E-01
vacuolar lumen (GO:0005775)	38	8	5.36	+	1.49	2.39E-01	6.30E-01
plasma membrane region (GO:0098590)	1546	325	217.92	+	1.49	1.35E-14	4.82E-13
organelle membrane (GO:0031090)	3496	732	492.80	+	1.49	8.75E-34	1.45E-31
contractile muscle fiber (GO:0043292)	268	56	37.78	+	1.48	2.52E-03	2.32E-02
mitochondria-associated endoplasmic reticulum membrane contact site (GO:0044233)	24	5	3.38	+	1.48	3.72E-01	7.60E-01
node of Ranvier (GO:0033268)	24	5	3.38	+	1.48	3.72E-01	7.60E-01
cytoplasmic side of plasma membrane (GO:0009898)	168	35	23.68	+	1.48	1.87E-02	1.13E-01
membrane raft (GO:0045121)	343	71	48.35	+	1.47	7.33E-04	8.26E-03
ER to Golgi transport vesicle membrane (GO:0012507)	29	6	4.09	+	1.47	2.87E-01	6.58E-01
nuclear protein-containing complex (GO:0140513)	1267	262	178.60	+	1.47	4.07E-11	1.08E-09
cell-cell junction (GO:0005911)	571	118	80.49	+	1.47	1.39E-05	2.27E-04
cortical actin cytoskeleton (GO:0030864)	92	19	12.97	+	1.47	7.26E-02	2.99E-01
mitochondrion (GO:0005739)	1929	398	271.91	+	1.46	1.87E-16	7.79E-15
filamentous actin (GO:0031941)	34	7	4.79	+	1.46	3.18E-01	7.13E-01
membrane microdomain (GO:0098857)	345	71	48.63	+	1.46	9.93E-04	1.07E-02
replication fork (GO:0005657)	78	16	10.99	+	1.46	1.04E-01	3.76E-01
histone deacetylase complex (GO:0000118)	83	17	11.70	+	1.45	1.12E-01	4.01E-01
nuclear envelope (GO:0005635)	508	104	71.61	+	1.45	7.67E-05	1.05E-03
bounding membrane of organelle (GO:0098588)	1876	384	264.44	+	1.45	2.52E-15	9.46E-14
nuclear replication fork (GO:0043596)	44	9	6.20	+	1.45	2.73E-01	6.32E-01
voltage-gated calcium channel complex (GO:0005891)	44	9	6.20	+	1.45	2.73E-01	6.31E-01
intracellular protein-containing complex (GO:0140535)	954	195	134.48	+	1.45	3.98E-08	8.82E-07
cytoplasmic stress granule (GO:0010494)	98	20	13.81	+	1.45	8.00E-02	3.22E-01
A band (GO:0031672)	49	10	6.91	+	1.45	2.15E-01	5.85E-01
actin cytoskeleton (GO:0015629)	540	110	76.12	+	1.45	5.67E-05	8.20E-04
filopodium (GO:0030175)	118	24	16.63	+	1.44	6.19E-02	2.67E-01
vacuole (GO:0005773)	700	142	98.67	+	1.44	5.45E-06	9.45E-05
nuclear speck (GO:0016607)	424	86	59.77	+	1.44	4.07E-04	4.91E-03
Golgi apparatus (GO:0005794)	1529	310	215.53	+	1.44	7.27E-12	2.07E-10
microtubule associated complex (GO:0005875)	148	30	20.86	+	1.44	4.27E-02	2.05E-01
ciliary membrane (GO:0060170)	74	15	10.43	+	1.44	1.32E-01	4.50E-01
transferase complex (GO:1990234)	923	187	130.11	+	1.44	1.60E-07	3.35E-06
nuclear membrane (GO:0031965)	321	65	45.25	+	1.44	2.66E-03	2.40E-02
lytic vacuole (GO:0000323)	588	119	82.88	+	1.44	4.07E-05	6.24E-04
lysosome (GO:0005764)	588	119	82.88	+	1.44	4.07E-05	6.20E-04
spliceosomal complex (GO:0005681)	223	45	31.43	+	1.43	1.16E-02	7.98E-02
myofibril (GO:0030016)	259	52	36.51	+	1.42	8.86E-03	6.50E-02
cytosol (GO:0005829)	4171	837	587.94	+	1.42	1.92E-32	2.73E-30
tubular endosome (GO:0097422)	5	1	.70	+	1.42	5.32E-01	9.75E-01
L-cysteine desulfurase complex (GO:1990221)	5	1	.70	+	1.42	5.32E-01	9.74E-01
ERCC4-ERCC1 complex (GO:0070522)	5	1	.70	+	1.42	5.32E-01	9.73E-01
mCRD-mediated mRNA stability complex (GO:0106002)	5	1	.70	+	1.42	5.32E-01	9.72E-01
FNIP-folliculin RagC/D GAP (GO:1990877)	10	2	1.41	+	1.42	6.41E-01	1.00E00
CLOCK-BMAL transcription complex (GO:1990513)	5	1	.70	+	1.42	5.32E-01	9.71E-01
RSC-type complex (GO:0016586)	15	3	2.11	+	1.42	4.58E-01	8.60E-01
GPI-anchor transamidase complex (GO:0042765)	5	1	.70	+	1.42	5.32E-01	9.70E-01
